n intercept age male white school income south outmig inmig empth toler selfless altru
2348 1 28 1 1 11 999 1 0 0 8 3 8 4
2349 1 71 0 0 14 999 1 0 0 25 7 11 2
2350 1 49 0 0 16 999 1 0 0 15 10 8 5
2351 1 18 0 1 12 999 1 0 0 14 17 10 2
2352 1 75 0 1 12 999 0 0 0 10 11 9 3
2353 1 61 1 1 18 999 1 0 0 25 24 11 5
2354 1 57 0 0 9 999 1 0 0 28 12 12 5
2355 1 41 0 1 16 999 1 0 0 22 17 13 3
2356 1 69 0 1 14 999 1 0 0 27 20 11 4
2357 1 74 0 0 11 999 0 0 0 16 14 7 3
2358 1 75 0 1 14 999 0 1 0 26 10 10 2
2359 1 50 0 1 13 999 0 0 1 10 12 8 3
2360 1 53 1 1 14 999 1 0 0 21 20 12 3
2361 1 75 1 1 14 999 0 0 1 20 29 9 4
2362 1 30 0 1 14 999 1 0 0 24 15 10 4
2363 1 47 0 1 18 999 1 0 0 28 20 12 3
2364 1 41 0 0 16 999 0 0 1 16 20 7 4
2365 1 36 0 1 13 999 0 0 0 26 11 11 3
2366 1 85 1 1 17 999 0 0 0 22 7 9 2
2367 1 61 1 1 8 999 0 0 0 15 4 7 0
2368 1 87 0 1 12 999 0 0 0 16 8 13 1
2369 1 52 1 1 14 999 0 0 0 26 10 11 3
2370 1 63 0 1 12 999 0 0 0 21 10 12 3
2371 1 80 0 1 16 999 0 0 0 16 12 12 3
2372 1 51 1 1 16 999 0 0 0 13 9 4 1
2373 1 45 1 1 18 999 0 0 0 22 15 11 4
2374 1 66 0 1 12 999 0 0 0 28 6 12 3
2375 1 54 0 1 8 999 0 0 0 26 12 12 3
2376 1 34 1 1 20 999 0 0 0 22 33 8 2
2377 1 81 0 1 8 999 0 0 0 18 6 9 1
2378 1 42 1 1 16 999 0 0 0 26 31 13 3
2379 1 31 0 1 15 999 0 0 0 28 20 11 4
2380 1 82 0 1 11 999 0 0 0 28 7 14 3
2381 1 18 0 1 12 999 0 0 0 25 6 10 3
2382 1 28 0 1 12 999 0 0 0 21 6 8 5
2383 1 74 0 1 12 999 0 0 0 26 10 12 3
2384 1 54 1 1 14 999 0 0 0 24 12 11 4
2385 1 67 0 1 12 999 0 0 0 28 11 8 4
2386 1 80 0 1 12 999 0 0 0 24 11 12 4
2387 1 21 1 0 11 999 0 0 0 8 0 7 2
2388 1 40 0 1 12 999 0 0 0 22 8 8 2
2389 1 52 1 1 16 999 0 0 1 23 19 10 2
2390 1 79 0 0 8 999 1 0 0 16 14 8 4
2391 1 72 0 1 2 999 1 0 0 23 2 11 4
2392 1 69 1 1 17 999 1 0 0 24 6 9 1
2393 1 85 0 1 18 999 1 0 0 24 11 10 1
2394 1 22 1 0 11 999 1 0 0 15 5 10 1
2395 1 24 0 1 12 999 1 0 0 13 26 7 3
2396 1 31 1 1 18 999 0 0 1 19 20 8 2
2397 1 31 1 1 17 999 0 0 1 12 15 8 3
2398 1 82 0 0 7 999 1 0 0 28 14 12 5
2399 1 40 1 0 12 999 0 0 0 17 4 7 2
2400 1 31 1 0 9 999 0 0 0 14 8 10 0
2401 1 28 0 0 16 999 0 0 0 15 6 11 4
2402 1 58 0 1 14 999 0 0 0 20 18 13 5
2403 1 30 0 1 15 999 0 0 0 23 17 10 5
2404 1 78 0 1 12 999 0 0 0 20 2 11 3
2405 1 53 0 1 13 999 0 0 0 27 17 12 2
2406 1 23 0 1 12 999 0 0 0 21 11 10 0
2407 1 78 1 1 10 999 0 0 0 13 7 9 3
2408 1 71 1 1 13 999 0 0 0 15 5 8 2
2409 1 60 0 1 17 999 0 0 0 28 10 14 4
2410 1 37 0 1 13 999 0 0 0 24 11 10 2
2411 1 22 1 1 12 999 0 0 0 20 16 12 4
2412 1 40 0 1 11 999 0 0 0 28 13 12 5
2413 1 29 0 1 14 999 0 0 0 19 2 10 4
2414 1 42 0 1 14 999 0 0 0 24 13 15 4
2415 1 89 0 1 11 999 0 0 0 24 4 12 2
2416 1 45 0 1 12 999 1 0 0 24 4 14 5
2417 1 30 0 1 13 999 1 0 0 24 22 16 4
2418 1 48 0 1 14 999 1 0 0 24 15 12 4
2419 1 46 0 1 14 999 1 0 0 28 15 10 5
2420 1 83 0 1 8 999 1 0 0 27 10 14 3
2421 1 89 1 1 12 999 1 0 0 21 14 10 3
2422 1 86 0 1 2 999 1 0 0 22 5 10 4
2423 1 58 0 1 12 999 1 0 0 26 10 8 3
2424 1 67 0 1 7 999 1 0 0 28 12 12 2
2425 1 63 1 1 12 999 1 0 0 28 7 11 4
2426 1 54 0 0 10 999 1 0 0 16 9 10 2
2427 1 53 0 1 12 999 1 0 0 23 3 12 2
2428 1 71 1 1 10 999 1 0 0 25 11 9 5
2429 1 71 0 1 9 999 1 0 0 28 11 9 4
2430 1 47 0 0 14 999 1 0 0 23 18 12 5
2431 1 54 1 0 13 999 1 0 0 17 26 12 3
2432 1 37 0 0 12 999 1 0 0 8 8 12 1
2433 1 65 0 0 12 999 1 0 0 16 1 8 5
2434 1 48 0 1 12 999 1 0 0 28 10 16 3
2435 1 54 0 1 20 999 1 0 0 23 21 13 4
2436 1 53 0 1 12 999 1 0 0 17 14 8 4
2437 1 49 1 1 12 999 0 0 1 28 8 7 4
2438 1 66 1 1 12 999 1 0 0 17 2 8 1
2439 1 55 0 1 12 999 1 0 0 26 9 9 1
2440 1 49 1 1 15 999 1 0 0 24 23 14 4
2441 1 58 0 1 17 999 1 0 0 25 13 13 3
2442 1 86 0 1 7 999 1 0 0 27 10 6 3
2443 1 56 0 1 14 999 1 0 0 23 32 11 5
2444 1 74 1 1 14 999 1 0 0 26 9 11 3
2445 1 60 0 1 8 999 1 0 0 24 6 10 2
2446 1 26 0 1 16 999 1 0 0 20 10 13 4
2447 1 35 0 1 13 999 1 0 0 27 26 13 5
2448 1 47 1 1 10 999 1 0 0 28 21 16 4
2449 1 22 0 1 14 999 1 0 0 24 22 10 4
2450 1 41 0 1 12 999 1 0 0 22 18 9 4
2451 1 19 0 1 13 999 0 0 0 16 12 11 3
2452 1 72 0 1 12 999 0 0 0 20 15 8 4
2453 1 89 1 1 14 999 0 0 0 20 9 12 1
2454 1 54 1 1 13 999 0 0 1 18 11 9 4
2455 1 34 0 1 16 999 1 0 0 26 9 9 4
2456 1 69 0 1 12 999 1 0 0 24 7 11 2
2457 1 64 0 1 19 999 1 0 0 25 17 14 4
2458 1 49 0 0 11 999 0 0 0 21 10 6 1
2459 1 21 1 1 11 999 0 0 0 20 12 8 2
2460 1 27 1 1 12 999 0 0 0 19 9 6 1
2461 1 63 0 1 12 999 0 0 0 23 10 10 3
2462 1 44 0 1 12 999 0 0 0 25 17 10 4
2463 1 42 0 0 15 999 0 0 0 26 13 13 5
2464 1 76 0 1 14 999 0 0 0 28 9 11 0
2465 1 51 0 1 2 999 0 0 0 20 38 11 5
2466 1 32 1 1 12 999 0 0 0 28 29 10 1
2467 1 73 1 1 12 999 0 0 0 15 4 5 0
2468 1 44 1 0 15 999 0 0 0 23 15 8 5
2469 1 72 1 1 14 999 0 0 0 19 12 6 3
2470 1 51 0 1 14 999 0 0 0 24 13 12 2
2471 1 62 0 1 12 999 0 0 0 27 5 11 3
2472 1 59 0 1 16 999 0 0 0 18 14 8 1
2473 1 46 0 1 16 999 0 0 0 23 15 10 3
2474 1 23 1 1 13 999 0 0 0 19 4 8 2
2475 1 59 1 1 16 999 1 0 0 26 13 10 4
2476 1 48 0 1 12 999 0 0 0 21 13 11 3
2477 1 20 1 1 10 999 0 0 0 24 12 9 4
2478 1 35 1 1 14 999 0 0 0 18 2 8 1
2479 1 59 0 1 12 999 0 0 0 21 10 7 5
2480 1 23 0 1 12 999 0 0 0 19 8 9 5
2481 1 25 1 1 14 999 0 0 0 9 11 11 3
2482 1 80 1 1 16 999 0 0 0 20 13 11 3
2483 1 71 0 1 12 999 0 0 0 21 12 10 2
2484 1 83 0 1 12 999 0 0 0 22 6 7 1
2485 1 70 1 1 12 999 1 0 0 11 10 9 2
2486 1 89 0 0 7 999 1 0 0 25 0 14 4
2487 1 21 1 1 14 999 1 0 0 15 17 10 4
2488 1 59 0 1 13 999 0 0 0 26 6 10 3
2489 1 41 1 1 15 999 0 0 0 19 10 9 2
2490 1 47 0 1 16 999 0 0 0 23 12 10 3
2491 1 55 0 1 19 999 0 0 0 28 19 13 5
2492 1 69 0 1 12 999 1 0 0 23 8 9 3
2493 1 76 0 0 8 999 0 1 0 28 14 11 5
2494 1 81 1 1 5 999 0 0 1 20 2 11 4
2495 1 50 1 1 16 999 0 0 0 14 3 6 2
2496 1 78 0 1 11 999 0 1 0 27 5 14 3
2497 1 59 1 1 16 999 0 0 1 17 11 7 1
2498 1 20 0 0 14 999 0 0 0 15 17 8 5
2499 1 66 1 1 18 999 0 0 0 18 9 6 2
2500 1 54 0 0 16 999 0 1 0 24 11 16 5
2501 1 73 1 1 16 999 0 0 0 20 9 8 3
2502 1 72 0 1 12 999 0 0 0 28 18 13 2
2503 1 28 0 0 8 999 0 0 0 16 5 12 3
2504 1 40 0 0 15 999 0 0 0 28 24 12 5
2505 1 42 1 1 16 999 1 0 0 16 11 8 2
2506 1 34 1 1 15 999 1 0 0 0 17 14 3
2507 1 22 1 1 12 999 0 0 1 26 13 9 4
2508 1 80 1 1 14 999 1 0 0 24 6 12 1
2509 1 23 1 0 11 999 1 0 0 28 12 8 2
2510 1 62 0 1 9 999 1 0 0 23 0 11 2
2511 1 25 1 1 19 999 1 0 0 16 16 7 2
2512 1 54 0 1 12 999 1 0 0 22 11 7 1
2513 1 72 1 1 6 999 0 0 1 19 17 8 2
2514 1 22 0 0 14 999 0 0 0 13 10 9 2
2515 1 63 1 1 10 999 0 0 0 24 15 13 4
2516 1 72 0 1 16 999 0 0 1 21 14 10 1
2517 1 41 1 1 12 999 0 0 1 17 2 8 1
2518 1 56 0 1 15 999 0 0 0 25 16 12 4
2519 1 67 0 1 12 999 0 0 0 24 14 9 2
2520 1 60 0 0 12 999 0 0 0 28 5 13 1
2521 1 33 0 1 12 999 0 0 0 28 9 14 5
2522 1 24 0 1 12 999 1 0 0 22 13 8 2
2523 1 25 1 1 8 999 1 0 0 20 13 10 1
2524 1 45 1 1 16 999 1 0 0 17 17 8 3
2525 1 76 1 1 16 999 0 0 1 23 21 10 1
2526 1 52 1 0 15 999 1 0 0 18 20 11 3
2527 1 22 0 0 16 999 0 0 1 24 0 9 3
2528 1 50 1 0 12 999 1 0 0 24 9 12 1
2529 1 29 1 1 16 999 0 0 1 21 8 8 2
2530 1 19 0 1 12 999 1 0 0 21 8 9 3
2531 1 77 1 1 16 999 0 0 0 13 7 8 1
2532 1 23 0 0 12 999 0 0 0 28 21 10 5
2533 1 74 1 1 12 999 0 0 0 24 14 8 1
2534 1 84 1 1 12 999 0 0 0 15 10 9 1
2535 1 60 0 1 12 999 1 0 0 26 8 9 3
2536 1 86 0 1 4 999 0 0 0 24 4 12 0
2537 1 35 0 1 11 999 0 0 0 11 6 9 1
2538 1 75 0 0 16 999 1 0 0 27 18 11 3
2539 1 50 0 1 16 999 0 0 0 10 16 7 3
2540 1 84 0 1 8 999 0 0 0 7 10 6 2
2541 1 74 1 1 12 999 0 0 0 28 11 11 2
2542 1 45 0 1 16 999 0 0 0 24 17 13 4
2543 1 61 0 1 12 999 0 0 0 28 6 8 3
2544 1 45 0 1 17 999 1 0 0 27 16 13 3
2545 1 61 1 1 9 999 1 0 0 28 6 14 3
2546 1 50 1 1 12 999 1 0 0 22 6 5 5
2547 1 70 0 1 6 999 1 0 0 27 2 12 2
2548 1 21 0 1 13 999 1 0 0 24 10 11 1
2549 1 19 0 0 13 999 1 0 0 22 10 13 4
2550 1 49 0 1 16 999 1 0 0 17 14 10 3
2551 1 47 0 0 16 999 1 0 0 23 7 9 3
2552 1 61 0 1 13 999 1 0 0 19 15 9 4
2553 1 73 0 1 12 999 0 0 0 16 9 6 3
2554 1 30 0 1 10 999 0 0 0 22 9 6 1
2555 1 44 0 1 16 999 0 1 0 23 5 11 2
2556 1 31 0 1 14 999 0 0 0 23 13 13 1
2557 1 69 1 1 10 999 0 0 0 21 11 10 3
2558 1 51 1 0 20 999 0 0 0 20 7 9 3
2559 1 77 0 1 12 999 0 0 0 25 3 13 4
2560 1 26 1 1 14 999 0 0 0 14 5 5 1
2561 1 47 0 1 18 999 0 0 0 21 13 10 2
2562 1 38 0 0 14 999 1 0 0 22 3 8 1
2563 1 51 0 1 14 999 1 0 0 25 6 11 2
2564 1 28 0 1 8 999 1 0 0 21 13 11 4
2565 1 20 1 0 10 999 1 0 0 11 7 5 2
2566 1 73 1 1 9 999 0 0 1 21 7 11 3
2567 1 72 1 1 12 999 0 0 0 19 12 6 2
2568 1 38 1 1 12 999 1 0 0 22 19 9 3
2569 1 52 1 1 14 999 1 0 0 23 5 7 3
2570 1 35 1 1 12 82.5 0 0 0 15 20 10 999
2571 1 46 1 0 16 100 0 0 0 16 999 8 3
2572 1 69 0 0 9 23.75 0 1 0 999 999 7 4
2573 1 27 1 1 16 100 0 0 0 999 18 9 2
2574 1 43 1 1 13 55 0 0 0 20 12 10 999
2575 1 32 0 0 16 5.5 1 0 0 21 5 13 999
2576 1 23 1 0 11 27.5 0 0 0 999 16 5 2
2577 1 39 1 1 12 110 0 0 0 999 14 8 4
2578 1 44 0 1 12 55 0 0 0 19 999 11 1
2579 1 53 0 0 12 27.5 1 0 0 28 28 999 5
2580 1 81 1 1 8 28.75 0 0 0 999 999 14 4
2581 1 63 0 1 12 110 0 0 0 28 999 14 3
2582 1 61 0 0 12 6.5 1 0 0 999 16 12 4
2583 1 40 1 0 20 110 0 0 0 24 999 10 4
2584 1 50 1 1 13 0.5 0 1 0 999 999 999 1
2585 1 35 1 1 12 45 0 0 0 999 7 8 999
2586 1 62 1 1 12 37.5 0 0 0 14 999 6 5
2587 1 21 1 1 9 22.5 0 0 0 17 10 8 999
2588 1 26 0 1 12 37.5 0 0 0 999 13 12 4
2589 1 19 0 0 12 0.5 0 0 0 25 999 999 999
2590 1 67 0 1 14 45 0 0 0 23 10 14 999
2591 1 75 1 1 0 45 1 0 0 999 6 12 4
2592 1 81 0 1 16 45 0 0 1 999 999 9 999
2593 1 38 0 0 17 100 1 0 0 999 999 999 999
2594 1 25 1 1 16 55 0 0 1 22 16 9 999
2595 1 43 0 1 6 7.5 0 0 1 9 999 8 1
2596 1 76 1 0 9 4.5 1 0 0 999 15 9 2
2597 1 82 0 1 12 23.75 0 0 1 19 999 10 3
2598 1 55 1 1 16 55 0 0 1 19 43 10 999
2599 1 67 0 1 16 67.5 0 0 0 24 999 10 2
2600 1 44 0 1 15 55 0 0 0 999 10 9 999
2601 1 59 1 1 10 32.5 0 0 0 8 12 999 999
2602 1 65 0 0 16 45 0 0 0 999 999 999 999
2603 1 30 0 1 11 45 1 0 0 24 999 13 4
2604 1 78 1 1 9 6.5 1 0 0 999 17 12 4
2605 1 34 0 0 12 23.75 1 0 0 999 999 999 5
2606 1 65 0 1 7 5.5 0 1 0 21 12 999 5
2607 1 50 0 1 18 32.5 0 0 0 19 999 11 4
2608 1 75 0 1 13 22.5 0 0 1 24 999 10 4
2609 1 62 1 1 8 23.75 1 0 0 999 9 7 3
2610 1 89 0 0 11 5.5 0 1 0 16 3 999 3
2611 1 71 0 1 12 27.5 0 0 0 26 999 999 999
2612 1 57 0 1 20 82.5 0 0 0 20 999 8 2
2613 1 43 1 1 13 27.5 0 0 0 999 13 8 1
2614 1 31 0 1 16 110 0 1 0 11 999 7 999
2615 1 78 0 0 14 9 0 1 0 17 999 5 3
2616 1 52 0 1 14 37.5 0 0 0 999 999 12 3
2617 1 64 1 0 18 25 0 0 0 23 999 10 2
2618 1 54 1 1 18 110 0 0 0 18 999 12 3
2619 1 35 1 1 8 23.75 0 0 0 999 999 999 999
2620 1 54 1 1 11 27.5 0 0 0 18 12 999 0
2621 1 65 0 1 16 55 1 0 0 27 12 999 4
2622 1 66 0 1 8 32.5 0 0 0 28 999 11 5
2623 1 38 1 0 11 25 0 1 0 999 999 2 999
2624 1 51 1 0 10 9 0 0 0 999 6 8 5
2625 1 24 1 1 15 37.5 1 0 0 26 999 12 4
2626 1 38 1 0 12 67.5 1 0 0 999 13 9 3
2627 1 41 0 0 18 110 0 0 0 999 999 999 999
2628 1 41 0 1 8 2 0 0 0 999 0 8 1
2629 1 25 0 0 17 37.5 1 0 0 999 999 9 1
2630 1 55 0 0 14 28.75 0 0 1 999 16 16 3
2631 1 27 0 1 13 22.5 0 0 0 25 999 15 3
2632 1 34 1 1 16 55 0 0 0 28 999 7 3
2633 1 79 1 1 12 32.5 0 0 0 16 999 8 2
2634 1 47 0 1 18 110 0 1 0 999 999 14 999
2635 1 53 1 0 0 27.5 0 0 1 21 999 9 1
2636 1 25 1 1 11 23.75 0 0 0 5 999 5 0
2637 1 74 0 0 12 28.75 0 1 0 24 999 10 1
2638 1 46 1 1 20 82.5 1 0 0 24 999 12 2
2639 1 46 0 1 12 5.5 1 0 0 21 31 999 5
2640 1 53 0 0 8 0.5 1 0 0 999 13 8 3
2641 1 80 1 1 17 22.5 0 0 0 15 999 10 2
2642 1 48 0 1 12 110 0 0 0 999 16 8 1
2643 1 51 0 1 19 67.5 0 0 1 24 999 11 5
2644 1 65 1 1 12 32.5 0 0 0 999 6 8 1
2645 1 64 1 0 6 7.5 1 0 0 14 1 999 3
2646 1 47 0 1 13 27.5 0 0 0 24 999 14 2
2647 1 27 0 0 12 26.25 0 0 0 999 1 6 1
2648 1 22 1 1 13 28.75 0 0 0 24 22 999 3
2649 1 58 1 1 0 26.25 0 0 0 23 999 10 3
2650 1 55 0 1 14 100 0 0 0 999 999 999 999
2651 1 70 0 1 14 999 0 0 0 17 8 999 3
2652 1 50 1 1 14 999 0 0 0 999 19 13 999
2653 1 57 0 1 15 999 0 0 0 999 6 9 999
2654 1 34 1 0 16 999 0 0 0 15 11 11 999
2655 1 79 0 1 12 999 1 0 0 22 16 10 999
2656 1 73 0 1 14 999 1 0 0 23 999 8 3
2657 1 78 0 1 8 999 1 0 0 26 999 13 4
2658 1 72 0 1 16 999 0 0 1 23 999 12 2
2659 1 34 1 1 20 999 1 0 0 16 999 13 3
2660 1 84 1 1 14 999 0 0 0 999 1 9 999
2661 1 88 0 1 12 999 0 0 0 21 999 7 999
2662 1 78 0 1 12 999 0 0 0 13 5 12 999
2663 1 66 1 1 16 999 1 0 0 24 11 13 999
2664 1 62 1 1 12 999 1 0 0 21 11 11 999
2665 1 50 1 1 14 999 1 0 0 999 8 7 4
2666 1 60 0 1 15 999 0 0 1 16 12 999 4
2667 1 56 0 1 8 999 1 0 0 999 8 10 5
2668 1 44 0 1 11 999 0 0 1 28 999 16 3
2669 1 56 0 0 20 999 0 0 0 999 39 16 5
2670 1 47 0 1 12 999 0 0 0 999 999 999 999
2671 1 78 1 0 12 999 0 0 0 28 999 11 4
2672 1 40 0 1 14 999 0 0 0 999 999 999 999
2673 1 23 0 1 12 999 0 0 0 20 999 12 4
2674 1 26 1 1 16 999 0 0 0 999 999 7 3
2675 1 89 0 1 17 999 0 0 0 999 12 9 2
2676 1 55 1 1 6 999 0 0 0 999 999 999 999
2677 1 33 1 0 16 999 0 0 0 999 999 999 999
2678 1 25 1 1 9 999 0 0 0 13 3 5 999
2679 1 49 1 0 11 999 0 1 0 999 999 6 1
2680 1 76 0 0 8 999 0 1 0 21 9 8 999
2681 1 76 0 0 6 999 1 0 0 999 999 10 2
2682 1 87 0 1 6 999 1 0 0 18 6 999 999
2683 1 69 0 1 8 999 0 0 0 999 999 7 999
2684 1 72 0 1 16 999 1 0 0 999 9 10 4
2685 1 61 1 1 19 999 0 0 0 16 2 999 2
2686 1 63 1 1 10 999 0 0 0 999 999 999 999
2687 1 26 1 1 12 999 0 0 0 999 999 999 5
2688 1 30 1 0 16 999 0 0 0 999 999 999 999
2689 1 26 1 0 16 999 0 0 0 999 4 999 999
2690 1 61 0 0 16 999 0 0 0 999 999 999 999
2691 1 20 1 1 14 999 0 0 0 12 999 10 1
2692 1 46 1 1 16 999 0 1 0 999 999 999 999
2693 1 24 0 1 13 999 0 0 0 999 999 999 999
2694 1 45 0 0 12 999 1 0 0 28 0 999 999
2695 1 68 1 1 6 999 0 0 0 999 999 999 999
2696 1 47 0 1 12 999 0 0 0 23 999 12 2
